Port,Header,Data size,Bit start,Bit end,Type,Field count,Field name,Group name,Category name,Access,Coefficient
100,0x29,2,0,15,unsigned,1,tick_output2,,ticks_config,RW,1
100,0x2A,1,0,0,unsigned,2,input1_rising_edge,input1_mode,input1_config,RW,1
100,0x2A,1,1,1,unsigned,2,input1_falling_edge,input1_mode,input1_config,RW,1
100,0x2B,2,0,15,unsigned,1,input1_count_threshold,,input1_config,RW,1
100,0x2C,1,0,0,unsigned,2,input1_report_state,input1_value_tx,input1_config,RW,1
100,0x2C,1,1,1,unsigned,2,input1_report_counter_value,input1_value_tx,input1_config,RW,1
100,0x30,4,0,31,unsigned,1,input23_sample_period_idle,,sensor_config,RW,1
100,0x31,4,0,31,unsigned,1,input23_sample_period_active,,sensor_config,RW,1
100,0x32,2,0,7,unsigned,2,input2_current_high_threshold,input2_threshold,sensor_config,RW,0.0001
100,0x32,2,8,15,unsigned,2,input2_current_low_threshold,input2_threshold,sensor_config,RW,0.0001
100,0x33,2,0,7,unsigned,2,input3_current_high_threshold,input3_threshold,sensor_config,RW,0.05
100,0x33,2,8,15,unsigned,2,input3_current_low_threshold,input3_threshold,sensor_config,RW,0.05
100,0x34,1,0,0,unsigned,2,input2_threshold_enable,input23_threshold_enable,sensor_config,RW,1
100,0x34,1,4,4,unsigned,2,input3_threshold_enable,input23_threshold_enable,sensor_config,RW,1
100,0x39,4,0,31,unsigned,1,temperature_relative_humidity_sample_period_idle,,sensor_config,RW,1
100,0x3A,4,0,31,unsigned,1,temperature_relative_humidity_sample_period_active,,sensor_config,RW,1
100,0x3B,2,0,7,signed,2,temperature_high_threshold,temp_threshold,sensor_config,RW,1
100,0x3B,2,8,15,signed,2,temperature_low_threshold,temp_threshold,sensor_config,RW,1
100,0x3C,1,0,7,unsigned,1,temperature_threshold_enable,,sensor_config,RW,1
100,0x3D,2,0,7,unsigned,2,relative_humidity_high_threshold,rh_threshold,sensor_config,RW,1
100,0x3D,2,8,15,unsigned,2,relative_humidity_low_threshold,rh_threshold,sensor_config,RW,1
100,0x3E,1,0,7,unsigned,1,relative_humidity_threshold_enable,,sensor_config,RW,1
100,0x40,4,0,31,unsigned,1,mcu_temperature_sample_period_idle,,sensor_config,RW,1
100,0x41,4,0,31,unsigned,1,mcu_temperature_sample_period_active,,sensor_config,RW,1
100,0x42,2,0,7,unsigned,2,mcu_temperature_high_threshold,mcu_temp_threshold,sensor_config,RW,1
100,0x42,2,8,15,unsigned,2,mcu_temperature_low_threshold,mcu_temp_threshold,sensor_config,RW,1
100,0x43,1,0,7,unsigned,1,mcu_temperature_threshold_enable,,sensor_config,RW,1
100,0x50,1,0,7,unsigned,1,output1_control,,out1_out2_config,RW,1
100,0x51,2,0,15,unsigned,1,output1_delay,,out1_out2_config,RW,1
100,0x52,1,0,7,unsigned,1,output2_control,,out1_out2_config,RW,1
100,0x53,2,0,15,unsigned,1,output2_delay,,out1_out2_config,RW,1
100,0x60,1,0,7,unsigned,1,serial_interface_type,,serial_config,RW,1
100,0x61,4,0,31,unsigned,1,serial_baud_rate,,serial_config,RW,1
100,0x62,1,0,7,unsigned,1,serial_data_bits,,serial_config,RW,1
100,0x63,1,0,7,unsigned,1,serial_parity_bits,,serial_config,RW,1
100,0x64,1,0,7,unsigned,1,serial_stop_bits,,serial_config,RW,1
100,0x65,1,0,7,unsigned,1,serial_duplex_mode,,serial_config,RW,1
100,0x68,4,0,31,unsigned,1,modbus_rtu_symbol_timeout,,modbus_config,RW,1
100,0x69,4,0,31,unsigned,1,modbus_rtu_rx_timeout,,modbus_config,RW,1
100,0x6A,4,0,31,unsigned,1,modbus_rtu_polling_period,,modbus_config,RW,1
100,0x70,2,5,5,unsigned,3,app_configuration,write_to_flash,sensor_cmd_ctrl_reg,W,1
100,0x70,2,6,6,unsigned,3,lora_configuration,write_to_flash,sensor_cmd_ctrl_reg,W,1
100,0x70,2,8,8,unsigned,3,restart_sensor,write_to_flash,sensor_cmd_ctrl_reg,W,1
100,0x71,7,0,7,unsigned,7,app_major_version,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x71,7,8,15,unsigned,7,app_minor_version,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x71,7,16,23,unsigned,7,app_revision,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x71,7,24,31,unsigned,7,loramac_major_version,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x71,7,32,39,unsigned,7,loramac_minor_version,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x71,7,40,47,unsigned,7,loramac_revision,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x71,7,48,55,unsigned,7,region,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x72,1,0,7,unsigned,1,configuration_factory_reset,,sensor_cmd_ctrl_reg,W,1
