Port,Header,Data size,Bit start,Bit end,Type,Field count,Field name,Group name,Category name,Access,Coefficient
100,0x50,1,7,7,unsigned,2,acceleration_sensor_enable,accel_mode,accel_cfg,RW,1
100,0x51,1,0,1,unsigned,1,acceleration_measurement_range,,accel_cfg,RW,1
100,0x52,1,0,2,unsigned,1,acceleration_sample_rate,,accel_cfg,RW,1
100,0x53,2,0,15,unsigned,1,acceleration_impact_threshold,,accel_cfg,RW,1
100,0x54,2,0,15,unsigned,1,acceleration_impact_debounce_time,,accel_cfg,RW,1
100,0x55,1,0,0,unsigned,3,acceleration_report_alarm,accel_values_tx,accel_cfg,RW,1
100,0x55,1,1,1,unsigned,3,acceleration_report_magnitude,accel_values_tx,accel_cfg,RW,1
100,0x55,1,2,2,unsigned,3,acceleration_report_full_precision,accel_values_tx,accel_cfg,RW,1
100,0x70,2,5,5,unsigned,3,app_configuration,write_to_flash,sensor_cmd_ctrl_reg,W,1
100,0x70,2,6,6,unsigned,3,lora_configuration,write_to_flash,sensor_cmd_ctrl_reg,W,1
100,0x70,2,8,8,unsigned,3,restart_sensor,write_to_flash,sensor_cmd_ctrl_reg,W,1
100,0x71,7,0,7,unsigned,7,app_major_version,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x71,7,8,15,unsigned,7,app_minor_version,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x71,7,16,23,unsigned,7,app_revision,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x71,7,24,31,unsigned,7,loramac_major_version,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x71,7,32,39,unsigned,7,loramac_minor_version,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x71,7,40,47,unsigned,7,loramac_revision,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x71,7,48,55,unsigned,7,region,firmware_version,sensor_cmd_ctrl_reg,R,1
100,0x72,1,0,7,unsigned,1,configuration_factory_reset,,sensor_cmd_ctrl_reg,W,1
