port,header,data_size,bit_start,bit_end,or_80_to_write,multiple,type,parameter_name,parameter_description,group_name,group_description,category_name,category_description,access,round,coefficient,addition,opt0,val0,opt1,val1,opt2,val2,opt3,val3,opt4,val4,opt5,val5,opt6,val6,opt7,val7,opt8,val8
100,0x13,5,7,0,1,0,unsigned,dr_number_rx2,DR for Rx2,loramac_rx2,LoRaMAC Rx2,loramac_config,LoRaMAC Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x20,4,31,0,1,0,unsigned,core_tick,Seconds per Core Tick,,,periodic_tx_config,Periodic Transmission Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x21,2,15,0,1,0,unsigned,ticks_per_battery,Ticks Between Battery Reports,,,periodic_tx_config,Periodic Transmission Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x22,2,15,0,1,0,unsigned,ticks_per_current_contacts,Ticks Between Current Contact Data Reports,,,periodic_tx_config,Periodic Transmission Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x23,2,15,0,1,0,unsigned,ticks_per_past_contacts,Ticks Between Past Contact Data Reports,,,periodic_tx_config,Periodic Transmission Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x24,2,15,0,1,0,unsigned,ticks_per_accelerometer,Ticks Between Accelerometer Reports,,,periodic_tx_config,Periodic Transmission Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x28,2,15,0,1,0,unsigned,ticks_per_temperature,Ticks Between Temperature Reports,,,periodic_tx_config,Periodic Transmission Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x2A,2,15,15,1,0,unsigned,event_type,Function Button Event Type,button_mode,Function Button Mode,function_button_config,Function Button Configuration Registers,RW,,1,,Type I,0,Type II,1,,,,,,,,,,,,,,
100,0x2A,2,2,2,1,0,unsigned,temperature_report_enable,Function Button Temperature Report,button_mode,Function Button Mode,function_button_config,Function Button Configuration Registers,RW,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
100,0x2A,2,1,1,1,0,unsigned,acceleration_report_enable,Function Button Acceleration Report,button_mode,Function Button Mode,function_button_config,Function Button Configuration Registers,RW,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
100,0x2A,2,0,0,1,0,unsigned,battery_report_enable,Function Button Battery Report,button_mode,Function Button Mode,function_button_config,Function Button Configuration Registers,RW,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
100,0x2B,1,7,4,1,0,unsigned,n_value,N - Time to Press Button,event_type_i,Event Type I Configuration,function_button_config,Function Button Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x2B,1,3,0,1,0,unsigned,m_value,M - Button Press Threshold,event_type_i,Event Type I Configuration,function_button_config,Function Button Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x2C,1,3,0,1,0,unsigned,t_value,T - Button Press Duration,event_type_ii,Event Type II Configuration,function_button_config,Function Button Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x30,2,15,0,1,0,unsigned,pow,Proximity Observation Window Length,,,contact_settings_config,Contact Detection Settings Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x33,1,7,0,1,0,unsigned,tcs,Transitory Contact Screen,,,contact_settings_config,Contact Detection Settings Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x34,2,15,8,1,0,signed,high_contact_threshold,High Contact Detection Threshold,contact_thresholds,Contact Detection Thresholds,contact_settings_config,Contact Detection Settings Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x34,2,7,0,1,0,signed,low_contact_threshold,Low Contact Detection Threshold,contact_thresholds,Contact Detection Thresholds,contact_settings_config,Contact Detection Settings Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x35,1,7,0,1,0,unsigned,contact_grace_period,Contact Grace Period ,,,contact_settings_config,Contact Detection Settings Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x36,1,7,0,1,0,unsigned,contact_declaration_threshold,Contact Declaration Threshold,,,contact_settings_config,Contact Detection Settings Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x3A,1,1,1,1,0,unsigned,vibration_mode,Vibration Alert Mode,feedback_alerts,Feedback Alerts,alert_config,Alert Configuration Settings,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x3A,1,0,0,1,0,unsigned,buzzer_mode,Buzzer Alert Mode,feedback_alerts,Feedback Alerts,alert_config,Alert Configuration Settings,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x3B,2,15,0,1,0,unsigned,buzzer_frequency,Buzzer Frequency,,,alert_config,Alert Configuration Settings,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x3C,1,7,0,1,0,unsigned,buzzer_duty_cycle,Buzzer Duty Cycle,,,alert_config,Alert Configuration Settings,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x3D,4,31,16,1,0,unsigned,buzzer_duration,Buzzer Duration,alert_durations,Alert Durations,alert_config,Alert Configuration Settings,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x3D,4,15,0,1,0,unsigned,vibration_duration,Vibration Duration,alert_durations,Alert Durations,alert_config,Alert Configuration Settings,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x40,1,0,0,1,0,unsigned,xaxis_enabled,X-axis mode,accelerometer_mode,Accelerometer Mode,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
100,0x40,1,1,1,1,0,unsigned,yaxis_enabled,Y-axis mode,accelerometer_mode,Accelerometer Mode,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
100,0x40,1,2,2,1,0,unsigned,zaxis_enabled,Z-axis mode,accelerometer_mode,Accelerometer Mode,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
100,0x40,1,6,6,1,0,unsigned,assist_enabled,Accelerometer Assist mode,accelerometer_mode,Accelerometer Mode,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,DIsable,0,Enable,1,,,,,,,,,,,,,,
100,0x40,1,7,7,1,0,unsigned,poweron,Accelerometer power mode,accelerometer_mode,Accelerometer Mode,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,Off,0,On,1,,,,,,,,,,,,,,
100,0x41,1,2,0,1,0,unsigned,sample_rate,Accelerometer Sample Rate,accelerometer_sensitivity,Accelerometer Sensitivity,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,1 Hz,1,10 Hz,2,25 Hz,3,50 Hz,4,100 Hz,5,200 Hz,6,400 Hz,7,,,,
100,0x41,1,5,4,1,0,unsigned,measurement_range,Accelerometer Measurement Range,accelerometer_sensitivity,Accelerometer Sensitivity,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,±2 g,0,±4 g,1,±8 g,2,±16 g,3,,,,,,,,,,
100,0x42,2,15,0,1,0,unsigned,acceleration_alarm_threshold_count,Acceleration Alarm Threshold Count,,,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x43,2,15,0,1,0,unsigned,acceleration_alarm_threshold_period,Acceleration Alarm Threshold Period,,,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x44,2,15,0,1,0,unsigned,acceleration_alarm_threshold,Acceleration Alarm Threshold,,,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x45,2,15,0,1,0,unsigned,acceleration_alarm_grace_period,Acceleration Alarm Grace Period,,,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x46,1,0,0,1,0,unsigned,acceleration_alarm_enabled,Acceleration Alarm Enable,,,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
100,0x47,1,7,0,1,0,unsigned,sleep_timeout,Sleep Mode Timeout,,,accelerometer_config,Accelerometer Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x50,1,7,7,1,0,unsigned,repetition_enable,Repetition Mode,ble_mode,BLE Mode,ble_config,BLE Configuration Registers,RW,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
100,0x50,1,6,0,1,0,unsigned,number_of_devices,Number of Reported Devices,ble_mode,BLE Mode,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x51,3,23,8,1,0,unsigned,scan_period,Scan Period,scan_timing,Scan Timing,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x51,3,7,0,1,0,unsigned,scan_duration,scan_duration,scan_timing,Scan Timing,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x52,2,15,0,1,0,unsigned,scan_interval,Scan Interval,,,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x53,2,15,0,1,0,unsigned,scan_window,Scan Window,,,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x54,9,71,48,1,0,hexstring,oui,First 3 bytes of the ID,whitelist0,Whitelist 0,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x54,9,47,24,1,0,hexstring,lap_start,Start of last 3 bytes range,whitelist0,Whitelist 0,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x54,9,23,0,1,0,hexstring,lap_end,End of last 3 bytes range,whitelist0,Whitelist 0,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x55,9,71,48,1,0,hexstring,oui,First 3 bytes of the ID,whitelist1,Whitelist 1,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x55,9,47,24,1,0,hexstring,lap_start,Start of last 3 bytes range,whitelist1,Whitelist 1,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x55,9,23,0,1,0,hexstring,lap_end,End of last 3 bytes range,whitelist1,Whitelist 1,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x56,9,71,48,1,0,hexstring,oui,First 3 bytes of the ID,whitelist2,Whitelist 2,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x56,9,47,24,1,0,hexstring,lap_start,Start of last 3 bytes range,whitelist2,Whitelist 2,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x56,9,23,0,1,0,hexstring,lap_end,End of last 3 bytes range,whitelist2,Whitelist 2,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x57,9,71,48,1,0,hexstring,oui,First 3 bytes of the ID,whitelist3,Whitelist 3,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x57,9,47,24,1,0,hexstring,lap_start,Start of last 3 bytes range,whitelist3,Whitelist 3,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x57,9,23,0,1,0,hexstring,lap_end,End of last 3 bytes range,whitelist3,Whitelist 3,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x58,1,7,7,1,0,unsigned,adv_mode,Advertisement Mode,,,ble_config,BLE Configuration Registers,RW,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
100,0x59,1,7,0,1,0,unsigned,adv_min_interval,Minimum Advertisement Interval,,,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x5A,1,7,0,1,0,unsigned,adv_max_interval,Maximum Advertisement Interval,,,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x5B,1,7,0,1,0,unsigned,adv_power,Advertisement Tx Power,,,ble_config,BLE Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x6A,4,31,0,1,0,unsigned,temperature_sample_period_idle,Temperature Sample Period in Idle State,,,temp_threshold_config,Temperature Threshold Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x6B,4,31,0,1,0,unsigned,temperature_sample_period_active,Temperature Sample Period in Active State,,,temp_threshold_config,Temperature Threshold Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x6C,2,15,8,1,0,signed,high_temperature_threshold,High Temperature Threshold,temperature_thresholds,Temperature Thresholds,temp_threshold_config,Temperature Threshold Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x6C,2,7,0,1,0,signed,low_temperature_thresholds,Low Temperature Threshold,temperature_thresholds,Temperature Thresholds,temp_threshold_config,Temperature Threshold Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x6D,1,0,0,1,0,unsigned,temperature_thresholds_mode,Temperature Thresholds Mode,,,temp_threshold_config,Temperature Threshold Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x70,2,14,14,1,0,unsigned,app_configuration,Write App Configuration,write_to_flash,Configure sensor,command_control,Sensor Command & Control Registers,W,,1,,De-asserted,0,Asserted,1,,,,,,,,,,,,,,
100,0x70,2,13,13,1,0,unsigned,lora_configuration,Write LoRa Configuration,write_to_flash,Configure sensor,command_control,Sensor Command & Control Registers,W,,1,,De-asserted,0,Asserted,1,,,,,,,,,,,,,,
100,0x70,2,0,0,1,0,unsigned,restart_sensor,Restart Sensor,write_to_flash,Configure sensor,command_control,Sensor Command & Control Registers,W,,1,,De-asserted,0,Asserted,1,,,,,,,,,,,,,,
100,0x71,7,55,48,1,0,unsigned,app_major_version,App Major,firmware_version,Firmware version,command_control,Sensor Command & Control Registers,R,,1,,,,,,,,,,,,,,,,,,,
100,0x71,7,47,40,1,0,unsigned,app_minor_version,App Minor,firmware_version,Firmware version,command_control,Sensor Command & Control Registers,R,,1,,,,,,,,,,,,,,,,,,,
100,0x71,7,39,32,1,0,unsigned,app_revision,App Revision,firmware_version,Firmware version,command_control,Sensor Command & Control Registers,R,,1,,,,,,,,,,,,,,,,,,,
100,0x71,7,31,24,1,0,unsigned,loramac_major_version,LoRaMAC Major,firmware_version,Firmware version,command_control,Sensor Command & Control Registers,R,,1,,,,,,,,,,,,,,,,,,,
100,0x71,7,23,16,1,0,unsigned,loramac_minor_version,LoRaMAC Minor,firmware_version,Firmware version,command_control,Sensor Command & Control Registers,R,,1,,,,,,,,,,,,,,,,,,,
100,0x71,7,15,8,1,0,unsigned,loramac_revision,LoRaMAC Revision,firmware_version,Firmware version,command_control,Sensor Command & Control Registers,R,,1,,,,,,,,,,,,,,,,,,,
100,0x71,7,7,0,1,0,unsigned,region,Region,firmware_version,Firmware version,command_control,Sensor Command & Control Registers,R,,1,,EU868,0,US916,1,AS923,2,AU915,3,IN865,4,CN470,5,KR920,6,RU864,7,DN915,8
100,0x72,1,7,0,1,0,unsigned,configuration_factory_reset,Factory Reset,,,command_control,Sensor Command & Control Registers,W,,1,,App Config,10,LoRa Config,176,App & LoRa Config,186,,,,,,,,,,,,
30,0xC0,2,15,0,,0,unsigned,timestamp,Timestamp,,,,,,,1,,,,,,,,,,,,,,,,,,,
30,0xC0,4,31,16,,1,hexstring,device_id,Unique Device ID,current_contact_data,Current Contact Data,,,,,1,,,,,,,,,,,,,,,,,,,
30,0xC0,4,15,0,,1,unsigned,contact_duration,Contact Duration,current_contact_data,Current Contact Data,,,,,1,,,,,,,,,,,,,,,,,,,
30,0xC1,2,15,0,,0,unsigned,timestamp,Timestamp,,,,,,,1,,,,,,,,,,,,,,,,,,,
30,0xC1,4,31,16,,1,hexstring,device_id,Unique Device ID,past_contact_data,Past Contact Data,,,,,1,,,,,,,,,,,,,,,,,,,
30,0xC1,4,15,0,,1,unsigned,contact_duration,Contact Duration,past_contact_data,Past Contact Data,,,,,1,,,,,,,,,,,,,,,,,,,
30,0xC2,0,0,0,,0,hexstring,missing_id,Missing ID,,,,,,,1,,,,,,,,,,,,,,,,,,,
10,0x00 0xBA,1,7,7,,0,unsigned,eos_alert,Battery EOS Alert,battery_status,Battery Status,,,,,1,,,,,,,,,,,,,,,,,,,
10,0x00 0xBA,1,6,0,,0,unsigned,battery_life,Battery Voltage,battery_status,Battery Status,,,,2,0.01,2.5,,,,,,,,,,,,,,,,,,
10,0x00 0x00,1,7,0,,0,unsigned,acceleration_alarm,Acceleration Alarm,,,,,,,1,,Inactive,0,Active,255,,,,,,,,,,,,,,
10,0x00 0x67,2,15,0,,0,signed,temperature,Temperature,,,,,,1,0.1,,,,,,,,,,,,,,,,,,,
10,0x00 0x71,6,47,32,,0,signed,x,X-Axis Acceleration,acceleration_vector,Acceleration Vector,,,,3,0.001,,,,,,,,,,,,,,,,,,,
10,0x00 0x71,6,31,16,,0,signed,y,Y-Axis Acceleration,acceleration_vector,Acceleration Vector,,,,3,0.001,,,,,,,,,,,,,,,,,,,
10,0x00 0x71,6,15,0,,0,signed,z,Z-Axis Acceleration,acceleration_vector,Acceleration Vector,,,,3,0.001,,,,,,,,,,,,,,,,,,,
