port,header,data_size,bit_start,bit_end,or_80_to_write,multiple,type,parameter_name,parameter_description,group_name,group_description,category_name,category_description,access,round,coefficient,addition,opt0,val0,opt1,val1,opt2,val2,opt3,val3,opt4,val4,opt5,val5,opt6,val6,opt7,val7,opt8,val8
100,0x19,2,15,0,1,0,unsigned,loramac_net_id_msb,Net ID MSB,,,loramac,LoRaMAC Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x1A,2,15,0,1,0,unsigned,loramac_net_id_lsb,Net ID LSB,,,loramac,LoRaMAC Configuration Registers,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x20,4,31,0,1,0,unsigned,core_tick,Sets the core tick in seconds for periodic events,,,ticks,Ticks Configuration for Periodic Tx,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x21,2,15,0,1,0,unsigned,per_battery,Ticks between battery reports,,,ticks,Ticks Configuration for Periodic Tx,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x22,2,15,0,1,0,unsigned,per_mcu_temperature,Ticks between MCU temperature reports,,,ticks,Ticks Configuration for Periodic Tx,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x23,2,15,0,1,0,unsigned,per_room_status,Ticks between room status reports,,,ticks,Ticks Configuration for Periodic Tx,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x24,3,23,16,1,0,unsigned,red,Red,available,Available Colour,led,LED,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x24,3,15,8,1,0,unsigned,green,Green,available,Available Colour,led,LED,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x24,3,7,0,1,0,unsigned,blue,Blue,available,Available Colour,led,LED,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x25,3,23,16,1,0,unsigned,red,Red,occupied,Occupied Colour,led,LED,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x25,3,15,8,1,0,unsigned,green,Green,occupied,Occupied Colour,led,LED,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x25,3,7,0,1,0,unsigned,blue,Blue,occupied,Occupied Colour,led,LED,RW,,1,,,,,,,,,,,,,,,,,,,
100,0x26,1,7,0,1,0,unsigned,intensity_percent,Intensity % of LED,,,led,LED,RW,,1,,,,,,,,,,,,,,,,,,,
102,0x33,3,23,23,0,0,unsigned,epd_enable,EPD Enable,book_now_available,Book now available,book_app,Booking App,W,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
102,0x33,3,22,22,0,0,unsigned,touch_screen_enable,Touch Screen Enable,book_now_available,Book now available,book_app,Booking App,W,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
102,0x33,3,21,21,0,0,unsigned,next,Next or Current,book_now_available,Book now available,book_app,Booking App,W,,1,,Current,0,Next,1,,,,,,,,,,,,,,
102,0x33,3,20,20,0,0,unsigned,pm,PM,book_now_available,Book now available,book_app,Booking App,W,,1,,AM,0,PM,1,,,,,,,,,,,,,,
102,0x33,3,19,16,0,0,unsigned,hour,Hour,book_now_available,Book now available,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
102,0x33,3,15,8,0,0,unsigned,minute,Minute,book_now_available,Book now available,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
102,0x33,3,7,0,0,0,unsigned,string_length,String Length,book_now_available,Book now available,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
102,0x33,1,7,0,0,1,string,name,Name,book_now_available,Book now available,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
102,0xB3,3,23,23,0,0,unsigned,epd_enable,EPD Enable,book_now_unavailable,Book now unavailable,book_app,Booking App,W,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
102,0xB3,3,22,22,0,0,unsigned,touch_screen_enable,Touch Screen Enable,book_now_unavailable,Book now unavailable,book_app,Booking App,W,,1,,Disable,0,Enable,1,,,,,,,,,,,,,,
102,0xB3,3,21,21,0,0,unsigned,next,Next or Current,book_now_unavailable,Book now unavailable,book_app,Booking App,W,,1,,Current,0,Next,1,,,,,,,,,,,,,,
102,0xB3,3,20,20,0,0,unsigned,pm,PM,book_now_unavailable,Book now unavailable,book_app,Booking App,W,,1,,AM,0,PM,1,,,,,,,,,,,,,,
102,0xB3,3,19,16,0,0,unsigned,hour,Hour,book_now_unavailable,Book now unavailable,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
102,0xB3,3,15,8,0,0,unsigned,minute,Minute,book_now_unavailable,Book now unavailable,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
102,0xB3,3,7,0,0,0,unsigned,string_length,String Length,book_now_unavailable,Book now unavailable,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
102,0xB3,1,7,0,0,1,string,name,Name,book_now_unavailable,Book now unavailable,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
101,0x34,0,0,0,0,0,unsigned,book_now_ack,Book Now Acknowledge,,,book_app,Booking App,R,,1,,,,,,,,,,,,,,,,,,,
101,0xB4,0,0,0,0,0,unsigned,book_now_nack,Book Now Not Acknowledge,,,book_app,Booking App,R,,1,,,,,,,,,,,,,,,,,,,
101,0x35,0,0,0,0,0,unsigned,extend_meeting_ack,Extend Meeting Acknowledge,,,book_app,Booking App,R,,1,,,,,,,,,,,,,,,,,,,
101,0xB5,0,0,0,0,0,unsigned,extend_meeting_nack,Extend Meeting Not Acknowledge,,,book_app,Booking App,R,,1,,,,,,,,,,,,,,,,,,,
101,0x36,0,0,0,0,0,unsigned,book_in_future_ack,Book In Future Acknowledge,,,book_app,Booking App,R,,1,,,,,,,,,,,,,,,,,,,
101,0xB6,0,0,0,0,0,unsigned,book_in_future_nack,Book In Future Not Acknowledge,,,book_app,Booking App,R,,1,,,,,,,,,,,,,,,,,,,
101,0x37,0,0,0,0,0,unsigned,finish_meeting_ack,Finish Meeting Not Acknowledge,,,book_app,Booking App,R,,1,,,,,,,,,,,,,,,,,,,
101,0xB7,0,0,0,0,0,unsigned,finish_meeting_nack,Finish Meeting Not Acknowledge,,,book_app,Booking App,R,,1,,,,,,,,,,,,,,,,,,,
103,0x38,3,23,23,0,0,unsigned,tv,TV,room_info_ack,Room Info Acknowledge,book_app,Booking App,W,,1,,Unavailable,0,Available,1,,,,,,,,,,,,,,
103,0x38,3,22,22,0,0,unsigned,projector,Projector,room_info_ack,Room Info Acknowledge,book_app,Booking App,W,,1,,Unavailable,0,Available,1,,,,,,,,,,,,,,
103,0x38,3,21,21,0,0,unsigned,webcam,Webcam,room_info_ack,Room Info Acknowledge,book_app,Booking App,W,,1,,Unavailable,0,Available,1,,,,,,,,,,,,,,
103,0x38,3,20,20,0,0,unsigned,white_board,White Board,room_info_ack,Room Info Acknowledge,book_app,Booking App,W,,1,,Unavailable,0,Available,1,,,,,,,,,,,,,,
103,0x38,3,15,8,0,0,unsigned,room_capacity,Room capacity,room_info_ack,Room Info Acknowledge,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
103,0x38,3,7,0,0,0,unsigned,string_length,String Length,room_info_ack,Room Info Acknowledge,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
103,0x38,1,7,0,0,1,string,room_name,Room Name,room_info_ack,Room Info Acknowledge,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
103,0xB8,0,0,0,0,0,unsigned,room_info_nack,Room Info Not Acknowledged,,,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
104,0x39,3,23,23,0,0,unsigned,tv,TV,ameneties_status_ack,Amenities Status Acknowledge,book_app,Booking App,W,,1,,Unavailable,0,Available,1,,,,,,,,,,,,,,
104,0x39,3,22,22,0,0,unsigned,projector,Projector status,ameneties_status_ack,Amenities Status Acknowledge,book_app,Booking App,W,,1,,Unavailable,0,Available,1,,,,,,,,,,,,,,
104,0x39,3,21,21,0,0,unsigned,webcam,Webcam status,ameneties_status_ack,Amenities Status Acknowledge,book_app,Booking App,W,,1,,Unavailable,0,Available,1,,,,,,,,,,,,,,
104,0x39,3,20,20,0,0,unsigned,white_board,White Board status,ameneties_status_ack,Amenities Status Acknowledge,book_app,Booking App,W,,1,,Unavailable,0,Available,1,,,,,,,,,,,,,,
104,0x39,3,15,8,0,0,unsigned,room_capacity,Room capacity status,ameneties_status_ack,Amenities Status Acknowledge,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
104,0x39,3,7,0,0,0,unsigned,string_length,String Length,ameneties_status_ack,Amenities Status Acknowledge,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
104,0x39,1,7,0,0,1,string,fault_name,Fault Name,ameneties_status_ack,Amenities Status Acknowledge,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
104,0xB9,0,0,0,0,0,unsigned,ameneties_status_nack,Amenities Status Not Acknowledged,,,book_app,Booking App,W,,1,,,,,,,,,,,,,,,,,,,
100,0x70,2,14,14,1,0,unsigned,app_configuration,Write App Configuration,write_to_flash,Configure sensor,command_control_register,Sensor Command & Control Register,W,,1,,De-asserted,0,Asserted,1,,,,,,,,,,,,,,
100,0x70,2,13,13,1,0,unsigned,lora_configuration,Write LoRa Configuration,write_to_flash,Configure sensor,command_control_register,Sensor Command & Control Register,W,,1,,De-asserted,0,Asserted,1,,,,,,,,,,,,,,
100,0x70,2,0,0,1,0,unsigned,restart_sensor,Restart Sensor,write_to_flash,Configure sensor,command_control_register,Sensor Command & Control Register,W,,1,,De-asserted,0,Asserted,1,,,,,,,,,,,,,,
100,0x71,7,55,48,1,0,unsigned,app_major_version,App Major,firmware_version,Firmware version,command_control_register,Sensor Command & Control Register,R,,1,,,,,,,,,,,,,,,,,,,
100,0x71,7,47,40,1,0,unsigned,app_minor_version,App Minor,firmware_version,Firmware version,command_control_register,Sensor Command & Control Register,R,,1,,,,,,,,,,,,,,,,,,,
100,0x71,7,39,32,1,0,unsigned,app_revision,App Revision,firmware_version,Firmware version,command_control_register,Sensor Command & Control Register,R,,1,,,,,,,,,,,,,,,,,,,
100,0x71,7,31,24,1,0,unsigned,loramac_major_version,LoRaMAC Major,firmware_version,Firmware version,command_control_register,Sensor Command & Control Register,R,,1,,,,,,,,,,,,,,,,,,,
100,0x71,7,23,16,1,0,unsigned,loramac_minor_version,LoRaMAC Minor,firmware_version,Firmware version,command_control_register,Sensor Command & Control Register,R,,1,,,,,,,,,,,,,,,,,,,
100,0x71,7,15,8,1,0,unsigned,loramac_revision,LoRaMAC Revision,firmware_version,Firmware version,command_control_register,Sensor Command & Control Register,R,,1,,,,,,,,,,,,,,,,,,,
100,0x71,7,7,0,1,0,unsigned,region,Region,firmware_version,Firmware version,command_control_register,Sensor Command & Control Register,R,,1,,EU868,0,US916,1,AS923,2,AU915,3,IN865,4,CN470,5,KR920,6,RU864,7,DN915,8
100,0x72,1,7,0,1,0,unsigned,configuration_factory_reset,Factory reset,,,command_control_register,Sensor Command & Control Register,W,,1,,App Config,10,LoRa Config,176,App & LoRa Config,186,,,,,,,,,,,,
10,0x40 0xFF,2,15,0,,0,signed,battery_voltage,Battery Voltage,,,,,,,0.01,,,,,,,,,,,,,,,,,,,
10,0x41 0x67,2,15,0,,0,signed,temperature,Temperature,,,,,,,0.1,,,,,,,,,,,,,,,,,,,
10,0x33,0,0,0,,0,none,room_status_request,,,,,,,,1,,,,,,,,,,,,,,,,,,,
10,0x34,3,23,15,,0,unsigned,book_now_request,,,,,,,,1,,,,,,,,,,,,,,,,,,,
10,0x35,3,23,15,,0,unsigned,extend_meeting_request,,,,,,,,1,,,,,,,,,,,,,,,,,,,
10,0x36,3,23,15,,0,unsigned,book_in_future_request,,,,,,,,1,,,,,,,,,,,,,,,,,,,
10,0x37,0,0,0,,0,none,finish_meeting_request,,,,,,,,1,,,,,,,,,,,,,,,,,,,
10,0x38,0,0,0,,0,none,room_info_request,,,,,,,,1,,,,,,,,,,,,,,,,,,,
10,0x39,3,23,15,,0,unsigned,room_amenities_status_request,,,,,,,,1,,,,,,,,,,,,,,,,,,,
