Port,Header size,Header,Data size,Bit start,Bit end,Type,Field name,Field description,Group name,Group description,Category name,Category description,Access,Multiplier,Opt0,Val0,Opt1,Val1,Opt2,Val2,Opt3,Val3,Opt4,Val4,Opt5,Val5,Opt6,Val6,Opt7,Val7,Opt8,Val8
100,1,0x2A,1,1,1,unsigned,input1_falling_edge,Falling edge,input1_mode,Input 1 mode,input1_config,Input 1 Configuration,RW,1,Disabled,0,Enabled,1,,,,,,,,,,,,,,
100,1,0x2B,2,0,15,unsigned,input1_count_threshold,Number of triggers for event Tx,,,input1_config,Input 1 Configuration,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x2C,1,0,0,unsigned,input1_report_state,Input State,input1_value_tx,Input 1 value Tx,input1_config,Input 1 Configuration,RW,1,Disabled,0,Enabled,1,,,,,,,,,,,,,,
100,1,0x2C,1,1,1,unsigned,input1_report_counter_value,Counter Value,input1_value_tx,Input 1 value Tx,input1_config,Input 1 Configuration,RW,1,Disabled,0,Enabled,1,,,,,,,,,,,,,,
100,1,0x30,4,0,31,unsigned,input23_sample_period_idle,Sample period of Input 2/Input 3 in seconds in Idle State,,,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x31,4,0,31,unsigned,input23_sample_period_active,Sample period of Input 2/Input 3 in seconds in Active State,,,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x32,2,0,7,unsigned,input2_current_high_threshold,High current threshold (0.1 mA),input2_threshold,Input 2 threshold,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,0.0001,,,,,,,,,,,,,,,,,,
100,1,0x32,2,8,15,unsigned,input2_current_low_threshold,Low current threshold (0.1 mA),input2_threshold,Input 2 threshold,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,0.0001,,,,,,,,,,,,,,,,,,
100,1,0x33,2,0,7,unsigned,input3_current_high_threshold,High voltage threshold (50 mV),input3_threshold,Input 3 threshold,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,0.05,,,,,,,,,,,,,,,,,,
100,1,0x33,2,8,15,unsigned,input3_current_low_threshold,Low voltage threshold (50 mV),input3_threshold,Input 3 threshold,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,0.05,,,,,,,,,,,,,,,,,,
100,1,0x34,1,0,0,unsigned,input2_threshold_enable,Input 2 Threshold,input23_threshold_enable,Enable threshold for Input 2 or 3,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,Disabled,0,Enabled,1,,,,,,,,,,,,,,
100,1,0x34,1,4,4,unsigned,input3_threshold_enable,Input 3 Threshold,input23_threshold_enable,Enable threshold for Input 2 or 3,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,Disabled,0,Enabled,1,,,,,,,,,,,,,,
100,1,0x39,4,0,31,unsigned,temperature_relative_humidity_sample_period_idle,Sample period of Temperature/RH in seconds in Idle State,,,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x3A,4,0,31,unsigned,temperature_relative_humidity_sample_period_active,Sample period of Temperature/RH in seconds in Active State,,,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x3B,2,0,7,signed,temperature_high_threshold,High temperature threshold (1°C),temp_threshold,Temperature thresholds,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x3B,2,8,15,signed,temperature_low_threshold,Low temperature threshold (1°C),temp_threshold,Temperature thresholds,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x3C,1,0,7,unsigned,temperature_threshold_enable,Temperature threshold,,,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,Disabled,0,Enabled,1,,,,,,,,,,,,,,
100,1,0x3D,2,0,7,unsigned,relative_humidity_high_threshold,High RH threshold (1%),rh_threshold,RH thresholds,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x3D,2,8,15,unsigned,relative_humidity_low_threshold,Low RH threshold (1%),rh_threshold,RH thresholds,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x3E,1,0,7,unsigned,relative_humidity_threshold_enable,RH threshold,,,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,Disabled,0,Enabled,1,,,,,,,,,,,,,,
100,1,0x40,4,0,31,unsigned,mcu_temperature_sample_period_idle,Sample rate of MCU Temperature in seconds in Idle State,,,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x41,4,0,31,unsigned,mcu_temperature_sample_period_active,Sample rate of MCU Temperature in seconds in Active State,,,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x42,2,0,7,unsigned,mcu_temperature_high_threshold,MSB byte: High MCU temperature threshold,mcu_temp_threshold,MCU temperature thresholds,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x42,2,8,15,unsigned,mcu_temperature_low_threshold,LSB bytes: Low MCU temperature threshold,mcu_temp_threshold,MCU temperature thresholds,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x43,1,0,7,unsigned,mcu_temperature_threshold_enable,MCU temperature threshold,,,sensor_config,Sensor Configuration for Threshold-Based Transmission,RW,1,Disabled,0,Enabled,1,,,,,,,,,,,,,,
100,1,0x50,1,0,7,unsigned,output1_control,Output 1 Control,,,out1_out2_config,Output 1 and Output 2 Configuration,RW,1,Manual,0,Input 1,1,Input 2,2,Input 3,3,,,,,,,,,,
100,1,0x51,2,0,15,unsigned,output1_delay,Time in ms to close Output 1 before sampling  and open after it,,,out1_out2_config,Output 1 and Output 2 Configuration,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x52,1,0,7,unsigned,output2_control,Output 2 Control,,,out1_out2_config,Output 1 and Output 2 Configuration,RW,1,Manual,0,Input 1,1,Input 2,2,Input 3,3,,,,,,,,,,
100,1,0x53,2,0,15,unsigned,output2_delay,Time in ms to close Output 2 before sampling  and open after it,,,out1_out2_config,Output 1 and Output 2 Configuration,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x60,1,0,7,unsigned,serial_interface_type,Serial interface type,,,serial_config,Serial Interface Configuration,RW,1,RS485/RS422,0,RS232,1,,,,,,,,,,,,,,
100,1,0x61,4,0,31,unsigned,serial_baud_rate,Baud rate for the serial interfaces in bps,,,serial_config,Serial Interface Configuration,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x62,1,0,7,unsigned,serial_data_bits,Data bits for serial transmission,,,serial_config,Serial Interface Configuration,RW,1,8 bits,8,9 bits,9,,,,,,,,,,,,,,
100,1,0x63,1,0,7,unsigned,serial_parity_bits,Parity bits,,,serial_config,Serial Interface Configuration,RW,1,No parity,0,Odd,1,Even,2,,,,,,,,,,,,
100,1,0x64,1,0,7,unsigned,serial_stop_bits,Stop bits,,,serial_config,Serial Interface Configuration,RW,1,0.5 bits,5,1.0 bits,10,1.5 bits,15,2.0 bits,20,,,,,,,,,,
100,1,0x65,1,0,7,unsigned,serial_duplex_mode,Serial duplex mode,,,serial_config,Serial Interface Configuration,RW,1,Half duplex,0,Full duplex,1,,,,,,,,,,,,,,
100,1,0x68,4,0,31,unsigned,modbus_rtu_symbol_timeout,Minimum symbol timeout between Modbus frames.,,,modbus_config,Modbus RTU Configuration,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x69,4,0,31,unsigned,modbus_rtu_rx_timeout,Modbus Rx timeout in ms.,,,modbus_config,Modbus RTU Configuration,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x6A,4,0,31,unsigned,modbus_rtu_polling_period,Period for autonomous polling in ms.,,,modbus_config,Modbus RTU Configuration,RW,1,,,,,,,,,,,,,,,,,,
100,1,0x70,2,5,5,unsigned,app_configuration,Write App Config,write_to_flash,Configure sensor,sensor_cmd_ctrl_reg,Sensor Command & Control Register,W,1,De-asserted,0,Asserted,1,,,,,,,,,,,,,,
100,1,0x70,2,6,6,unsigned,lora_configuration,Write LoRa Config,write_to_flash,Configure sensor,sensor_cmd_ctrl_reg,Sensor Command & Control Register,W,1,De-asserted,0,Asserted,1,,,,,,,,,,,,,,
100,1,0x70,2,8,8,unsigned,restart_sensor,Restart Sensor,write_to_flash,Configure sensor,sensor_cmd_ctrl_reg,Sensor Command & Control Register,W,1,De-asserted,0,Asserted,1,,,,,,,,,,,,,,
100,1,0x71,7,0,7,unsigned,app_major_version,App Major,firmware_version,Firmware version,sensor_cmd_ctrl_reg,Sensor Command & Control Register,R,1,,,,,,,,,,,,,,,,,,
100,1,0x71,7,8,15,unsigned,app_minor_version,App Minor,firmware_version,Firmware version,sensor_cmd_ctrl_reg,Sensor Command & Control Register,R,1,,,,,,,,,,,,,,,,,,
100,1,0x71,7,16,23,unsigned,app_revision,App Revision,firmware_version,Firmware version,sensor_cmd_ctrl_reg,Sensor Command & Control Register,R,1,,,,,,,,,,,,,,,,,,
100,1,0x71,7,24,31,unsigned,loramac_major_version,LoRaMAC Major,firmware_version,Firmware version,sensor_cmd_ctrl_reg,Sensor Command & Control Register,R,1,,,,,,,,,,,,,,,,,,
100,1,0x71,7,32,39,unsigned,loramac_minor_version,LoRaMAC Minor,firmware_version,Firmware version,sensor_cmd_ctrl_reg,Sensor Command & Control Register,R,1,,,,,,,,,,,,,,,,,,
100,1,0x71,7,40,47,unsigned,loramac_revision,LoRaMAC Revision,firmware_version,Firmware version,sensor_cmd_ctrl_reg,Sensor Command & Control Register,R,1,,,,,,,,,,,,,,,,,,
100,1,0x71,7,48,55,unsigned,region,Region,firmware_version,Firmware version,sensor_cmd_ctrl_reg,Sensor Command & Control Register,R,1,EU868,0,US916,1,AS923,2,AU915,3,IN865,4,CN470,5,KR920,6,RU864,7,DN915,8
100,1,0x72,1,0,7,unsigned,configuration_factory_reset,Factory reset,,,sensor_cmd_ctrl_reg,Sensor Command & Control Register,W,1,App Config,10,LoRa Config,176,App & LoRa Config,186,,,,,,,,,,,,
